#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-03-17T13:33:55 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ605204e729e7	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-source=J/A+A/616/A10/tablea1b
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_616_A10_tablea1b:
#Name: J/A+A/616/A10/tablea1b
#Title: Stars in 37 open clusters beyond 250pc
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RAdeg	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra]
#Column	DEdeg	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
_RAJ2000|_DEJ2000|Source|Cluster|RAdeg|DEdeg|Gmag|Simbad|_RA|_DE
032.1535161|+59.8979858|    507144893592072704|Stock2  | 32.15366| 59.89793|18.006|Simbad|032.15352|+59.89799
032.1560844|+60.0312950|    507194337252397568|Stock2  | 32.15623| 60.03124|18.498|Simbad|032.15608|+60.03129
032.1197203|+60.0155906|    507193924935517184|Stock2  | 32.11986| 60.01553|18.528|Simbad|032.11972|+60.01559
032.0133800|+59.9839308|    507192550545931008|Stock2  | 32.01351| 59.98387|18.586|Simbad|032.01338|+59.98393
031.2379228|+59.9574550|    507181280555361152|Stock2  | 31.23806| 59.95739|19.376|Simbad|031.23792|+59.95745
031.2236058|+60.0164350|    507205096155785216|Stock2  | 31.22374| 60.01638|19.125|Simbad|031.22361|+60.01643
032.3289939|+59.7335314|    507139125456683392|Stock2  | 32.32913| 59.73347|11.823|Simbad|032.32899|+59.73353
032.1520742|+59.5201414|    507130015824468736|Stock2  | 32.15221| 59.52008|18.801|Simbad|032.15207|+59.52014
031.4013533|+60.0231181|    507202377434774016|Stock2  | 31.40149| 60.02306|16.858|Simbad|031.40135|+60.02312
031.5175567|+60.4103828|    507217809258879744|Stock2  | 31.51770| 60.41033| 9.681|Simbad|031.51756|+60.41038
032.1232483|+59.7579358|    507137166951461504|Stock2  | 32.12339| 59.75788|12.690|Simbad|032.12325|+59.75794
032.0173331|+59.6629678|    507135174086672896|Stock2  | 32.01746| 59.66291|18.018|Simbad|032.01733|+59.66297
031.9626708|+59.9605736|    507192791064060416|Stock2  | 31.96281| 59.96052|15.907|Simbad|031.96267|+59.96057
031.5108344|+60.3535833|    507217053344643200|Stock2  | 31.51097| 60.35353|15.983|Simbad|031.51083|+60.35358
031.4332844|+59.6295697|    507161046970675456|Stock2  | 31.43342| 59.62951|15.845|Simbad|031.43328|+59.62957
034.7801036|+59.1156281|    459186090475987200|Stock2  | 34.78024| 59.11557|10.534|Simbad|034.78010|+59.11563
035.2841231|+59.3541514|    459218182472309760|Stock2  | 35.28426| 59.35410|17.166|Simbad|035.28412|+59.35415
035.2472789|+59.3105950|    459217632716521984|Stock2  | 35.24741| 59.31053|14.024|Simbad|035.24728|+59.31059
035.3082219|+59.2417336|    459199662569569280|Stock2  | 35.30835| 59.24167|18.966|Simbad|035.30822|+59.24173
034.7909933|+59.0387597|    459184127666994560|Stock2  | 34.79112| 59.03870|19.717|Simbad|034.79099|+59.03876
035.0135686|+59.1402917|    459208935398147456|Stock2  | 35.01369| 59.14023|19.610|Simbad|035.01357|+59.14029
035.1052447|+59.5957969|    459225569815955840|Stock2  | 35.10537| 59.59573|11.171|Simbad|035.10524|+59.59580
035.2893047|+58.9978942|    459192378309095552|Stock2  | 35.28942| 58.99783| 9.607|Simbad|035.28930|+58.99789
035.5312633|+59.1986261|    459201307535434368|Stock2  | 35.53138| 59.19857|19.381|Simbad|035.53126|+59.19863
035.2511994|+59.3251158|    459217667076252928|Stock2  | 35.25134| 59.32506|19.452|Simbad|035.25120|+59.32512
035.2679258|+59.0779508|    459193267356255872|Stock2  | 35.26805| 59.07789|18.693|Simbad|035.26793|+59.07795
034.7816444|+59.0843519|    459184544287778176|Stock2  | 34.78177| 59.08430|16.457|Simbad|034.78164|+59.08435
034.5104936|+59.1247283|    459188319554198272|Stock2  | 34.51063| 59.12467|17.548|Simbad|034.51049|+59.12473
035.0266469|+59.5833864|    459225672895177600|Stock2  | 35.02677| 59.58332|18.253|Simbad|035.02665|+59.58339
035.4580592|+59.4285319|    459208389947043328|Stock2  | 35.45819| 59.42847|13.091|Simbad|035.45806|+59.42853
034.5604364|+59.0206519|    459181177033478400|Stock2  | 34.56057| 59.02059|14.301|Simbad|034.56044|+59.02065
036.1227989|+59.3844208|    459251305257999232|Stock2  | 36.12293| 59.38436|18.439|Simbad|036.12280|+59.38442
035.1500058|+59.3549861|    459218732228131200|Stock2  | 35.15013| 59.35492|17.439|Simbad|035.15001|+59.35499
034.7973664|+59.0747572|    459184338129352704|Stock2  | 34.79749| 59.07470|10.735|Simbad|034.79737|+59.07476
034.8957833|+59.3082381|    459214196742707328|Stock2  | 34.89592| 59.30818| 8.181|Simbad|034.89578|+59.30824
034.4831172|+58.9048633|    459178703132426240|Stock2  | 34.48324| 58.90480| 9.783|Simbad|034.48312|+58.90486
034.7796575|+59.3208528|    459214780858258944|Stock2  | 34.77979| 59.32079|10.013|Simbad|034.77966|+59.32085
034.3730128|+58.9005814|    459179179867195136|Stock2  | 34.37314| 58.90052|19.497|Simbad|034.37301|+58.90058
035.2775139|+59.4269628|    459218693571078784|Stock2  | 35.27765| 59.42690|18.116|Simbad|035.27751|+59.42696
035.1426442|+59.2137786|    459211031341478784|Stock2  | 35.14278| 59.21372|18.381|Simbad|035.14264|+59.21378
036.0068283|+59.3593903|    459250991716395008|Stock2  | 36.00696| 59.35933|12.618|Simbad|036.00683|+59.35939
034.7105092|+58.9423247|    459177530600402304|Stock2  | 34.71064| 58.94227|19.237|Simbad|034.71051|+58.94232
035.0859269|+59.5131875|    459223057250448896|Stock2  | 35.08606| 59.51313|18.791|Simbad|035.08593|+59.51319
034.8792919|+59.2598783|    459213470883044864|Stock2  | 34.87943| 59.25982|17.754|Simbad|034.87929|+59.25988
035.1316761|+59.3299878|    459212818048147968|Stock2  | 35.13181| 59.32992|19.073|Simbad|035.13168|+59.32999
035.0379856|+59.1648783|    459209072837116544|Stock2  | 35.03810| 59.16481|19.376|Simbad|035.03799|+59.16488
034.9054892|+59.4415556|    459217392198302976|Stock2  | 34.90562| 59.44150|13.047|Simbad|034.90549|+59.44156
034.6997464|+59.0566883|    459187013883863936|Stock2  | 34.69987| 59.05663|18.638|Simbad|034.69975|+59.05669
035.3910797|+59.3808742|    459208011989733888|Stock2  | 35.39122| 59.38081|16.993|Simbad|035.39108|+59.38087
034.6356858|+58.9033647|    459177053864969984|Stock2  | 34.63581| 58.90331|12.659|Simbad|034.63569|+58.90336
035.3378439|+58.9881792|    459191656754590208|Stock2  | 35.33797| 58.98812|14.568|Simbad|035.33784|+58.98818
034.9351878|+59.0818319|    459184887879354624|Stock2  | 34.93531| 59.08177|18.100|Simbad|034.93519|+59.08183
034.9731983|+59.2685261|    459210898207844992|Stock2  | 34.97333| 59.26847|16.156|Simbad|034.97320|+59.26853
034.8854261|+59.4437519|    459217422253285888|Stock2  | 34.88555| 59.44369|18.009|Simbad|034.88543|+59.44375
035.1680189|+59.3890214|    459218938386541952|Stock2  | 35.16815| 59.38896|13.011|Simbad|035.16802|+59.38902
035.2624183|+59.3746211|    459218251191777152|Stock2  | 35.26255| 59.37456|15.284|Simbad|035.26242|+59.37462
034.9686711|+59.5277647|    459223645670638080|Stock2  | 34.96881| 59.52770| 8.121|Simbad|034.96867|+59.52776
034.7481742|+58.9604381|    459176912124698496|Stock2  | 34.74830| 58.96038|19.199|Simbad|034.74817|+58.96044
035.3629086|+59.2365061|    459204713454934400|Stock2  | 35.36304| 59.23645|16.458|Simbad|035.36291|+59.23651
035.2422567|+59.3883964|    459218453045918464|Stock2  | 35.24238| 59.38834|19.391|Simbad|035.24226|+59.38840
034.4778236|+59.0970508|    459182379624271616|Stock2  | 34.47796| 59.09699|10.885|Simbad|034.47782|+59.09705
035.0068464|+59.3300600|    459212611889725824|Stock2  | 35.00697| 59.33000|18.400|Simbad|035.00685|+59.33006
034.8286147|+59.0296661|    459183371753054464|Stock2  | 34.82874| 59.02960|18.857|Simbad|034.82861|+59.02967
035.3145100|+59.2479103|    459199662573391104|Stock2  | 35.31464| 59.24785| 6.994|Simbad|035.31451|+59.24791
034.9663581|+59.3327381|    459215532467493632|Stock2  | 34.96649| 59.33267|18.595|Simbad|034.96636|+59.33274
035.2245194|+58.9980389|    459192614525207936|Stock2  | 35.22465| 58.99798|17.754|Simbad|035.22452|+58.99804
035.6112350|+59.3749478|    459204365552568576|Stock2  | 35.61138| 59.37489|19.461|Simbad|035.61123|+59.37495
034.5564517|+59.0852303|    459188014621366912|Stock2  | 34.55658| 59.08517|13.308|Simbad|034.55645|+59.08523
035.6110431|+59.2059250|    459200792139374976|Stock2  | 35.61117| 59.20586|18.785|Simbad|035.61104|+59.20592
034.6127506|+59.0560450|    459187121268187136|Stock2  | 34.61288| 59.05598|10.132|Simbad|034.61275|+59.05604
034.9690717|+59.2721922|    459210966927319552|Stock2  | 34.96920| 59.27213|13.660|Simbad|034.96907|+59.27219
034.5388350|+59.1350342|    459188426938197888|Stock2  | 34.53896| 59.13498|15.372|Simbad|034.53883|+59.13503
035.1138017|+59.1073631|    459196943848392320|Stock2  | 35.11394| 59.10730|18.668|Simbad|035.11380|+59.10736
035.0205353|+59.1791494|    459209278994721664|Stock2  | 35.02066| 59.17909|18.891|Simbad|035.02054|+59.17915
034.5608167|+59.0668889|    459182070386642816|Stock2  | 34.56095| 59.06683|11.836|Simbad|034.56082|+59.06689
035.1817753|+59.4755064|    459219797379957248|Stock2  | 35.18190| 59.47545|16.500|Simbad|035.18178|+59.47551
035.2553278|+59.4108878|    459218663508620800|Stock2  | 35.25546| 59.41083|13.434|Simbad|035.25533|+59.41089
034.5661597|+59.0079217|    459181073954273408|Stock2  | 34.56629| 59.00786|12.985|Simbad|034.56616|+59.00792
035.1487453|+59.4888161|    459222752313376128|Stock2  | 35.14887| 59.48875|18.602|Simbad|035.14875|+59.48882
035.1111847|+59.3872406|    459219007106022528|Stock2  | 35.11131| 59.38718|18.110|Simbad|035.11118|+59.38724
034.8908556|+59.0810219|    459185128403325568|Stock2  | 34.89099| 59.08096|14.399|Simbad|034.89086|+59.08102
035.3913386|+59.1196550|    459194783490756864|Stock2  | 35.39147| 59.11960|10.435|Simbad|035.39134|+59.11965
034.9239111|+59.1171522|    459185570775048832|Stock2  | 34.92403| 59.11709|19.251|Simbad|034.92391|+59.11715
035.4827519|+59.1162553|    459194302454417792|Stock2  | 35.48288| 59.11620|14.073|Simbad|035.48275|+59.11626
034.6403092|+58.9642564|    459177771113959168|Stock2  | 34.64045| 58.96420|18.412|Simbad|034.64031|+58.96426
034.6758919|+59.1440011|    459187911542110336|Stock2  | 34.67602| 59.14394|16.643|Simbad|034.67589|+59.14400
034.6305042|+59.1832808|    459188938030603008|Stock2  | 34.63064| 59.18322|12.331|Simbad|034.63050|+59.18328
035.3291436|+59.2501942|    459204782170567680|Stock2  | 35.32927| 59.25013|17.780|Simbad|035.32914|+59.25019
035.2281881|+59.3200619|    459217697131693312|Stock2  | 35.22832| 59.32001|19.403|Simbad|035.22819|+59.32006
034.9094800|+59.1534333|    459186498488109696|Stock2  | 34.90961| 59.15337|18.412|Simbad|034.90948|+59.15343
035.5645558|+59.1241572|    459200036224857728|Stock2  | 35.56469| 59.12409|17.781|Simbad|035.56456|+59.12416
035.3802675|+59.0989733|    459194646051808768|Stock2  | 35.38040| 59.09891|15.154|Simbad|035.38027|+59.09897
036.3490153|+59.2529422|    459234876999392768|Stock2  | 36.34915| 59.25288|18.717|Simbad|036.34902|+59.25294
035.1823825|+59.2064694|    459199245951191552|Stock2  | 35.18251| 59.20641|18.511|Simbad|035.18238|+59.20647
036.2144297|+59.2704706|    459246666693374080|Stock2  | 36.21455| 59.27041|12.977|Simbad|036.21443|+59.27047
035.3204478|+59.4571261|    459220239750533120|Stock2  | 35.32057| 59.45706|10.270|Simbad|035.32045|+59.45713
035.1300119|+59.5674978|    459225462435811328|Stock2  | 35.13015| 59.56743|18.604|Simbad|035.13001|+59.56750
035.2660222|+59.2086453|    459199486469359104|Stock2  | 35.26614| 59.20858|18.934|Simbad|035.26602|+59.20865
035.3737011|+59.3207725|    459206117898072960|Stock2  | 35.37383| 59.32071|11.349|Simbad|035.37370|+59.32077
035.1350039|+59.4446003|    459219625581282944|Stock2  | 35.13513| 59.44454|17.188|Simbad|035.13500|+59.44460
035.3908117|+59.4148392|    459208218148147712|Stock2  | 35.39094| 59.41478|15.270|Simbad|035.39081|+59.41484
034.9617294|+59.2281739|    459210554610488960|Stock2  | 34.96187| 59.22811|13.802|Simbad|034.96173|+59.22817
035.0706300|+59.4465464|    459222236921401728|Stock2  | 35.07076| 59.44648|12.317|Simbad|035.07063|+59.44655
034.7904178|+59.1033644|    459186021750707456|Stock2  | 34.79054| 59.10330|19.757|Simbad|034.79042|+59.10336
034.9368525|+59.4568158|    459217529637246592|Stock2  | 34.93699| 59.45675|10.114|Simbad|034.93685|+59.45682
034.7566633|+59.1639761|    459189247266546176|Stock2  | 34.75680| 59.16392|10.478|Simbad|034.75666|+59.16398
035.4652083|+59.2105611|    459201552359173632|Stock2  | 35.46534| 59.21050|15.351|Simbad|035.46521|+59.21056
035.0870422|+59.5758564|    459225432377009792|Stock2  | 35.08718| 59.57580|18.012|Simbad|035.08704|+59.57586
034.6197103|+58.8586022|    459175438957314944|Stock2  | 34.61984| 58.85854|15.510|Simbad|034.61971|+58.85860
034.3854169|+58.9234986|    459179390327182464|Stock2  | 34.38555| 58.92344|13.773|Simbad|034.38542|+58.92350
034.8894217|+59.4538942|    459217460917773696|Stock2  | 34.88955| 59.45384|16.029|Simbad|034.88942|+59.45389
035.3814514|+59.2612161|    459204850890531968|Stock2  | 35.38158| 59.26115|18.781|Simbad|035.38145|+59.26122
036.8104689|+59.2532628|    459237969375826560|Stock2  | 36.81060| 59.25320|18.877|Simbad|036.81047|+59.25326
033.7611764|+59.0996364|    506860674137879168|Stock2  | 33.76131| 59.09958|10.689|Simbad|033.76118|+59.09964
032.5744717|+58.8558028|    506885962906176768|Stock2  | 32.57460| 58.85575|14.727|Simbad|032.57447|+58.85580
033.5803717|+58.7784758|    506848643933335296|Stock2  | 33.58051| 58.77842|19.693|Simbad|033.58037|+58.77848
032.9552497|+58.8205544|    506876101661268992|Stock2  | 32.95539| 58.82050|14.934|Simbad|032.95525|+58.82055
034.1233008|+58.9736000|    506843833561084032|Stock2  | 34.12343| 58.97354|18.365|Simbad|034.12330|+58.97360
033.3989833|+59.0093825|    506856374867069568|Stock2  | 33.39911| 59.00933|18.244|Simbad|033.39898|+59.00938
033.8128819|+59.0455039|    506859742120073216|Stock2  | 33.81302| 59.04544|19.244|Simbad|033.81288|+59.04550
033.6369142|+59.1578286|    506864178831168000|Stock2  | 33.63705| 59.15777|10.319|Simbad|033.63691|+59.15783
032.7613514|+58.8063625|    506873490321177472|Stock2  | 32.76149| 58.80631|16.589|Simbad|032.76135|+58.80636
033.6698297|+58.8066908|    506837373935047040|Stock2  | 33.66997| 58.80663|19.367|Simbad|033.66983|+58.80669
032.7916181|+59.1006758|    506895514913197056|Stock2  | 32.79175| 59.10062|13.639|Simbad|032.79162|+59.10068
032.5593022|+58.8226867|    506884382358240000|Stock2  | 32.55944| 58.82263|11.463|Simbad|032.55930|+58.82269
033.9524931|+58.9267169|    506845040457035776|Stock2  | 33.95262| 58.92666|16.736|Simbad|033.95249|+58.92672
033.2102536|+59.0834483|    506904620244894080|Stock2  | 33.21039| 59.08339|13.010|Simbad|033.21025|+59.08345
033.5808958|+59.1148486|    506862593979622528|Stock2  | 33.58103| 59.11479|10.050|Simbad|033.58090|+59.11485
033.5076719|+58.8209856|    506849747741320832|Stock2  | 33.50780| 58.82093|16.928|Simbad|033.50767|+58.82099
034.0682806|+59.0301569|    506847273839941504|Stock2  | 34.06841| 59.03010|14.427|Simbad|034.06828|+59.03016
032.6674539|+58.8962506|    506874791686130944|Stock2  | 32.66759| 58.89620|18.398|Simbad|032.66745|+58.89625
032.7867128|+59.1223981|    506895613687964928|Stock2  | 32.78686| 59.12234|19.511|Simbad|032.78671|+59.12240
033.7218306|+59.0541064|    506859123647112448|Stock2  | 33.72196| 59.05405|19.613|Simbad|033.72183|+59.05411
034.0601050|+58.8880900|    506841565821418240|Stock2  | 34.06024| 58.88802|19.913|Simbad|034.06010|+58.88809
033.1528003|+59.0932372|    506903413352529664|Stock2  | 33.15292| 59.09318|18.166|Simbad|033.15280|+59.09324
032.4966697|+58.9680692|    506887814027105152|Stock2  | 32.49681| 58.96802|19.313|Simbad|032.49667|+58.96807
033.0759092|+58.9016450|    506877544770187904|Stock2  | 33.07604| 58.90158|18.720|Simbad|033.07591|+58.90164
033.5548850|+59.0704197|    506862078583709056|Stock2  | 33.55502| 59.07036|19.646|Simbad|033.55488|+59.07042
032.6660250|+58.9030006|    506874791686145280|Stock2  | 32.66615| 58.90294|17.789|Simbad|032.66602|+58.90300
032.6484003|+58.9560297|    506892766128391040|Stock2  | 32.64854| 58.95597|19.488|Simbad|032.64840|+58.95603
032.9091619|+59.0602044|    506883317206097280|Stock2  | 32.90930| 59.06015|16.770|Simbad|032.90916|+59.06020
032.5635256|+58.8771781|    506886267838700800|Stock2  | 32.56366| 58.87713|19.395|Simbad|032.56353|+58.87718
032.4804094|+59.1424569|    506898637344958336|Stock2  | 32.48055| 59.14240|19.010|Simbad|032.48041|+59.14246
033.9087533|+58.8562164|    506844181456308736|Stock2  | 33.90889| 58.85616|10.428|Simbad|033.90875|+58.85622
033.8795753|+59.0696683|    506859643345739264|Stock2  | 33.87971| 59.06961|15.210|Simbad|033.87958|+59.06967
032.5105783|+58.9345739|    506887199856682112|Stock2  | 32.51071| 58.93452|16.732|Simbad|032.51058|+58.93457
033.7854214|+59.1584831|    506861425748805248|Stock2  | 33.78555| 59.15843|18.265|Simbad|033.78542|+59.15848
033.9743414|+58.8031250|    506840844266935936|Stock2  | 33.97447| 58.80307|11.060|Simbad|033.97434|+58.80312
033.7412644|+59.0794581|    506860639778153216|Stock2  | 33.74140| 59.07940|14.891|Simbad|033.74126|+59.07946
033.4965475|+58.9386889|    506855103556682496|Stock2  | 33.49668| 58.93862|19.422|Simbad|033.49655|+58.93869
033.7602736|+58.7271325|    506836038205758080|Stock2  | 33.76041| 58.72708|14.978|Simbad|033.76027|+58.72713
033.4246208|+59.0974956|    506857238164060288|Stock2  | 33.42476| 59.09743|17.194|Simbad|033.42462|+59.09750
034.0440414|+59.0196917|    506847239480212224|Stock2  | 34.04417| 59.01963|15.257|Simbad|034.04404|+59.01969
033.6721533|+58.8215269|    506838924423911680|Stock2  | 33.67228| 58.82147|13.554|Simbad|033.67215|+58.82153
032.8054092|+58.6979925|    506867954100626688|Stock2  | 32.80553| 58.69793|17.900|Simbad|032.80541|+58.69799
033.8515833|+59.1625794|    506861292613136000|Stock2  | 33.85171| 59.16252| 9.655|Simbad|033.85158|+59.16258
033.6455725|+59.0762667|    506862254685864448|Stock2  | 33.64570| 59.07621|17.454|Simbad|033.64557|+59.07627
032.2878961|+58.9907050|    506891421799662464|Stock2  | 32.28803| 58.99065|19.127|Simbad|032.28790|+58.99070
033.1216161|+59.0268956|    506902760512818048|Stock2  | 33.12176| 59.02684|18.630|Simbad|033.12162|+59.02690
032.7888681|+58.7157581|    506869642030545408|Stock2  | 32.78900| 58.71570|14.206|Simbad|032.78887|+58.71576
033.4110458|+59.0338517|    506856413522895104|Stock2  | 33.41118| 59.03379|10.802|Simbad|033.41105|+59.03385
032.9156567|+58.7102678|    506868714317606528|Stock2  | 32.91578| 58.71021|14.471|Simbad|032.91566|+58.71027
032.6831364|+59.1900883|    506899741160975232|Stock2  | 32.68327| 59.19003|14.747|Simbad|032.68314|+59.19009
033.9876947|+58.9982983|    506846792803632640|Stock2  | 33.98783| 58.99824|17.348|Simbad|033.98769|+58.99830
034.0295214|+58.9939119|    506847102041278464|Stock2  | 34.02966| 58.99385|11.511|Simbad|034.02952|+58.99391
033.3865281|+59.0939189|    506904134903516928|Stock2  | 33.38665| 59.09386|18.546|Simbad|033.38653|+59.09392
032.5554994|+59.2390733|    506900802012434176|Stock2  | 32.55565| 59.23901|19.829|Simbad|032.55550|+59.23907
033.7333750|+58.6685133|    506835419730496000|Stock2  | 33.73351| 58.66845|15.241|Simbad|033.73337|+58.66851
033.0968858|+58.8705467|    506877166813096576|Stock2  | 33.09702| 58.87049|13.058|Simbad|033.09689|+58.87055
033.6813944|+59.0088767|    506858509474430208|Stock2  | 33.68153| 59.00882|17.655|Simbad|033.68139|+59.00888
032.1790725|+58.9542233|    506889639398114688|Stock2  | 32.17921| 58.95417|14.661|Simbad|032.17907|+58.95422
033.7159597|+58.6428392|    506835282291552896|Stock2  | 33.71610| 58.64278|18.535|Simbad|033.71596|+58.64284
033.7263556|+59.0447653|    506858956150998272|Stock2  | 33.72649| 59.04471|13.202|Simbad|033.72636|+59.04477
033.9697631|+58.8623825|    506841295245611392|Stock2  | 33.96989| 58.86232|18.034|Simbad|033.96976|+58.86238
034.0889592|+58.8141003|    506840500669368576|Stock2  | 34.08909| 58.81404|19.001|Simbad|034.08896|+58.81410
032.5661183|+58.7132383|    506871664954231168|Stock2  | 32.56626| 58.71318|19.126|Simbad|032.56612|+58.71324
033.8918550|+59.0265925|    506847754876292736|Stock2  | 33.89199| 59.02654|15.222|Simbad|033.89185|+59.02659
032.4869814|+58.9039369|    506887062417764608|Stock2  | 32.48713| 58.90388|19.288|Simbad|032.48698|+58.90394
032.6424192|+59.1956464|    506899706795051392|Stock2  | 32.64256| 59.19559|19.102|Simbad|032.64242|+59.19565
032.8643306|+58.6948058|    506868645598141568|Stock2  | 32.86446| 58.69475|15.219|Simbad|032.86433|+58.69481
033.9037856|+58.8563300|    506844181463644288|Stock2  | 33.90391| 58.85627|17.154|Simbad|033.90379|+58.85633
032.4584750|+58.9327497|    506887367350437888|Stock2  | 32.45861| 58.93269|18.395|Simbad|032.45847|+58.93275
032.8947342|+58.8268222|    506876273454286336|Stock2  | 32.89487| 58.82676|16.084|Simbad|032.89473|+58.82682
033.6756531|+59.2097131|    506864797306440192|Stock2  | 33.67578| 59.20965|10.528|Simbad|033.67565|+59.20971
033.7527739|+59.0931436|    506860669835674752|Stock2  | 33.75290| 59.09308|19.468|Simbad|033.75277|+59.09314
032.6523994|+59.1096839|    506896060368529024|Stock2  | 32.65253| 59.10962|19.385|Simbad|032.65240|+59.10968
032.8821644|+58.6535669|    506866858891769728|Stock2  | 32.88230| 58.65351|10.592|Simbad|032.88216|+58.65357
033.8688647|+58.9752756|    506846139968630912|Stock2  | 33.86900| 58.97522|17.341|Simbad|033.86886|+58.97528
032.5849531|+58.8809708|    506886096040017152|Stock2  | 32.58509| 58.88091|18.222|Simbad|032.58495|+58.88097
033.8414014|+59.1662114|    506861361332611584|Stock2  | 33.84154| 59.16615|16.266|Simbad|033.84140|+59.16621
033.8637758|+59.1588589|    506861292613137408|Stock2  | 33.86392| 59.15879|16.585|Simbad|033.86378|+59.15886
032.9209069|+59.0155792|    506882350829151872|Stock2  | 32.92105| 59.01552|18.956|Simbad|032.92091|+59.01558
032.4867019|+59.2335136|    506900668873902592|Stock2  | 32.48685| 59.23345|19.223|Simbad|032.48670|+59.23351
034.0423547|+58.9417903|    506843356829836544|Stock2  | 34.04249| 58.94173|12.795|Simbad|034.04235|+58.94179
032.9347456|+58.9162314|    506879980006165120|Stock2  | 32.93488| 58.91618|17.477|Simbad|032.93475|+58.91623
032.2949339|+59.0404981|    506891872781009664|Stock2  | 32.29507| 59.04043|18.736|Simbad|032.29493|+59.04050
034.0043658|+58.7929497|    506840779849594880|Stock2  | 34.00450| 58.79289|19.246|Simbad|034.00437|+58.79295
034.0359722|+58.9415842|    506846311767337472|Stock2  | 34.03610| 58.94152|19.351|Simbad|034.03597|+58.94158
032.7650783|+58.9996542|    506881393060810240|Stock2  | 32.76521| 58.99960|17.512|Simbad|032.76508|+58.99965
034.1442044|+58.9220697|    506843150671667456|Stock2  | 34.14434| 58.92201|10.984|Simbad|034.14420|+58.92207
033.5075547|+59.1903536|    506863835233776512|Stock2  | 33.50769| 59.19030|12.923|Simbad|033.50755|+59.19035
033.5801686|+59.2649244|    506865896818059264|Stock2  | 33.58031| 59.26486|15.509|Simbad|033.58017|+59.26492
032.7982972|+58.9736206|    506881324341355264|Stock2  | 32.79844| 58.97356|13.101|Simbad|032.79830|+58.97362
033.2302378|+58.9206781|    506854317586227456|Stock2  | 33.23037| 58.92062|17.918|Simbad|033.23024|+58.92068
034.0728942|+58.8659531|    506841462744230656|Stock2  | 34.07304| 58.86589|19.351|Simbad|034.07289|+58.86595
034.0093453|+58.8144286|    506840917288531456|Stock2  | 34.00948| 58.81437|13.993|Simbad|034.00935|+58.81443
032.2024275|+58.8923514|    506889222776212864|Stock2  | 32.20256| 58.89229|18.679|Simbad|032.20243|+58.89235
033.6388319|+58.7191764|    506836514941888128|Stock2  | 33.63898| 58.71912|18.716|Simbad|033.63883|+58.71918
034.1758264|+58.9592239|    506843666067732352|Stock2  | 34.17597| 58.95917|18.843|Simbad|034.17583|+58.95922
032.7648681|+58.9826619|    506881289981611904|Stock2  | 32.76500| 58.98260|12.978|Simbad|032.76487|+58.98266
033.6586911|+58.9185594|    506851530142432128|Stock2  | 33.65883| 58.91850|19.063|Simbad|033.65869|+58.91856
033.0537161|+58.9301942|    506878403763892864|Stock2  | 33.05385| 58.93014|15.699|Simbad|033.05372|+58.93019
032.5953019|+58.8712186|    506885997265899776|Stock2  | 32.59544| 58.87116| 9.959|Simbad|032.59530|+58.87122
033.7894750|+59.1080853|    506860742857349888|Stock2  | 33.78961| 59.10803| 9.125|Simbad|033.78947|+59.10809
033.9092344|+59.0915717|    506860055662585216|Stock2  | 33.90937| 59.09151| 9.372|Simbad|033.90923|+59.09157
033.1447778|+59.1062472|    506903417654040192|Stock2  | 33.14492| 59.10619|13.489|Simbad|033.14478|+59.10625
033.5919283|+58.9479403|    506852393441055872|Stock2  | 33.59206| 58.94789|11.878|Simbad|033.59193|+58.94794
033.9819631|+58.9926250|    506846758436393984|Stock2  | 33.98210| 58.99256|19.848|Simbad|033.98196|+58.99262
